record_id,record_class,manufacturer,device_model,device_variant,module_role,sensor_model,sensor_width_mm,sensor_height_mm,sensor_diagonal_mm,source_observation,provenance_method,evidence_tier,lcrd_status,tps_use,original_confidence,original_verification_status,source_title,source_url,usage_note,qa_flags,notes,coverage_priority,cutoff_reason,cutoff_note,audit_priority,qa_pass4_flags,freeze_qa_flags,v0_1_release_status
fujifilm_gfx_100_ii,dedicated_camera,Fujifilm,GFX 100 II,,main,,43.8,32.9,54.78,,published,C,good_reference,yes,confirmed,primary_source_verified_previous_pass,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_gfx_100s,dedicated_camera,Fujifilm,GFX 100S,,main,,43.8,32.9,54.78,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_gfx_100s_ii,dedicated_camera,Fujifilm,GFX 100S II,,main,,43.8,32.9,54.78,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_gfx_50r,dedicated_camera,Fujifilm,GFX 50R,,main,,43.8,32.9,54.78,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_gfx_50s,dedicated_camera,Fujifilm,GFX 50S,,main,,43.8,32.9,54.78,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_h1,dedicated_camera,Fujifilm,X-H1,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_h2,dedicated_camera,Fujifilm,X-H2,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_h2s,dedicated_camera,Fujifilm,X-H2S,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,primary_source_verified_previous_pass,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_m5,dedicated_camera,Fujifilm,X-M5,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_pro2,dedicated_camera,Fujifilm,X-Pro2,,main,,23.6,15.6,28.2899,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_pro3,dedicated_camera,Fujifilm,X-Pro3,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_s10,dedicated_camera,Fujifilm,X-S10,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_s20,dedicated_camera,Fujifilm,X-S20,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_t1,dedicated_camera,Fujifilm,X-T1,,main,,23.6,15.6,28.2899,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_t2,dedicated_camera,Fujifilm,X-T2,,main,,23.6,15.6,28.2899,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_t3,dedicated_camera,Fujifilm,X-T3,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_t4,dedicated_camera,Fujifilm,X-T4,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,compiled_spec_value,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
fujifilm_x_t5,dedicated_camera,Fujifilm,X-T5,,main,,23.5,15.6,28.2066,,published,C,good_reference,yes,confirmed,primary_source_verified_previous_pass,Fujifilm specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
insta360_x3,dedicated_camera,Insta360,X3,,main,,6.4,4.8,8.0,,inferred,C,good_estimate,yes,provisional,inferred_from_published_sensor_class,1/2-inch sensor class; dimensions inferred from optical format,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing;provisional_guess,physical_camera v0.1 cutoff: retained as best-available working geometry; future source strengthening is non-blocking.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P1_guess,source_url_missing;provisional_guess,,ship
insta360_x4,dedicated_camera,Insta360,X4,,main,,6.4,4.8,8.0,,inferred,C,good_estimate,yes,provisional,inferred_from_published_sensor_class,1/2-inch sensor class; dimensions inferred from optical format,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing;provisional_guess,physical_camera v0.1 cutoff: retained as best-available working geometry; future source strengthening is non-blocking.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P1_guess,source_url_missing;provisional_guess,,ship
insta360_x4_air,dedicated_camera,Insta360,X4 Air,,main,,7.18,5.32,8.9362,,inferred,C,good_estimate,yes,provisional,inferred_from_published_sensor_class,1/1.8-inch sensor class; dimensions inferred from optical format,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing;provisional_guess,physical_camera v0.1 cutoff: retained as best-available working geometry; future source strengthening is non-blocking.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P1_guess,source_url_missing;provisional_guess,,ship
insta360_x5,dedicated_camera,Insta360,X5,,main,,9.96,7.47,12.45,,inferred,C,good_estimate,yes,provisional,inferred_from_published_sensor_class,1/1.28-inch sensor class; dimensions inferred from optical format,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing;provisional_guess,physical_camera v0.1 cutoff: retained as best-available working geometry; future source strengthening is non-blocking.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P1_guess,source_url_missing;provisional_guess,,ship
intel_realsense_depth_camera_d415,dedicated_camera,Intel RealSense,Depth Camera D415,,rgb,OmniVision OV2740,2.688,1.512,3.0841,1920x1080 active RGB; OV2740; 1.4 µm pixel pitch,active_raster_x_pixel_pitch,B,strong_derived,yes,probable,manufacturer_data_derived,Intel RealSense D400 Series Datasheet / RealSense support,https://www.intelrealsense.com/wp-content/uploads/2022/04/Intel-RealSense-D400-Series-Datasheet-April-2022.pdf,Use RGB module geometry automatically; do not treat depth imagers as the capture sensor.,,D415/D435 RGB module uses OV2740. Geometry derived from active raster × sensor pixel pitch.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
intel_realsense_depth_camera_d435,dedicated_camera,Intel RealSense,Depth Camera D435,,rgb,OmniVision OV2740,2.688,1.512,3.0841,1920x1080 active RGB; OV2740; 1.4 µm pixel pitch,active_raster_x_pixel_pitch,B,strong_derived,yes,probable,manufacturer_data_derived,Intel RealSense D400 Series Datasheet / RealSense support,https://www.intelrealsense.com/wp-content/uploads/2022/04/Intel-RealSense-D400-Series-Datasheet-April-2022.pdf,Use RGB module geometry automatically; do not treat depth imagers as the capture sensor.,,D415/D435 RGB module uses OV2740. Geometry derived from active raster × sensor pixel pitch.,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
intel_realsense_depth_camera_d455,dedicated_camera,Intel RealSense,Depth Camera D455,,rgb,OmniVision OV9782,3.84,2.4,4.5283,OV9782 RGB; 1280x800 class; 3 µm pixel pitch,active_raster_x_pixel_pitch,B,strong_derived,yes,probable,sensor_identity_verified_geometry_derived,Intel RealSense D400 documentation / OV9782 sensor specification,https://support.realsenseai.com/hc/en-us/community/posts/1500000478421-D455-RGB-sensor-confirmation,Use RGB module geometry automatically; preserve derived provenance.,,"D455 is multi-sensor. This record is specifically the color/RGB OV9782 imager, not the stereo depth pair.",primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P3_verified_or_secondary,,,ship
leica_sl,dedicated_camera,Leica,SL,,main,,36.0,24.0,43.2666,,published,C,good_reference,yes,confirmed,compiled_spec_value,Leica specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
leica_sl2,dedicated_camera,Leica,SL2,,main,,36.0,24.0,43.2666,,published,C,good_reference,yes,confirmed,compiled_spec_value,Leica specifications,,Good working value; source audit still desirable.,source_url_missing,physical_camera,primary,dragonframe_current_coverage,Keep and audit: normalized from current Dragonframe-supported camera coverage.,P2_source_strengthen,source_url_missing,,ship
