aliases,audit_priority,confidence,coverage_class,coverage_priority,cutoff_note,cutoff_reason,device,device_model,device_variant,dimension_method,dimension_status,dragonframe_supported,evidence_tier,freeze_qa_flags,id,kind,lcrd_status,manufacturer,model,module_role,notes,observation_id,optical_format,original_confidence,original_verification_status,platform_priority,provenance_method,qa_flags,qa_pass4_flags,record_class,record_id,sensor_diagonal_mm,sensor_height_mm,sensor_model,sensor_name,sensor_width_mm,source_id,source_note,source_observation,source_title,source_type,source_url,subject_id,tps_use,usage_note,v0_1_release_status,verification_status
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15 Pro Max,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_telephoto,DPReview comparison publishes 4.5 × 3.4 mm.,observation:apple-iphone-15-pro-max-rear-telephoto,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_pro_max_rear_telephoto,5.64,3.4,,,4.5,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-15-pro-max:rear-telephoto,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15 Pro Max,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_ultrawide,Type 1/2.55.,observation:apple-iphone-15-pro-max-rear-ultrawide,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_pro_max_rear_ultrawide,7.0,4.2,,,5.6,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-15-pro-max:rear-ultrawide,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15 Pro,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_main,DPReview publishes 9.8 × 7.3 mm.,observation:apple-iphone-15-pro-rear-main,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_pro_rear_main,12.2201,7.3,,,9.8,source:dpreview:8214c7f843e80088,,,DPReview,,https://www.dpreview.com/articles/apple-s-iphone-15-and-15-pro-imaging-tech-examined/,camera_module:apple:iphone-15-pro:rear-main,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15 Pro,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_telephoto,DPReview publishes 4 × 3 mm.,observation:apple-iphone-15-pro-rear-telephoto,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_pro_rear_telephoto,5.0,3.0,,,4.0,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-15-pro:rear-telephoto,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15 Pro,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_ultrawide,DPReview comparison publishes Type 1/2.55 / 5.6 × 4.2 mm.,observation:apple-iphone-15-pro-rear-ultrawide,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_pro_rear_ultrawide,7.0,4.2,,,5.6,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-15-pro:rear-ultrawide,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_main,DPReview publishes 8 × 6 mm.,observation:apple-iphone-15-rear-main,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_rear_main,10.0,6.0,,,8.0,source:dpreview:8214c7f843e80088,,,DPReview,,https://www.dpreview.com/articles/apple-s-iphone-15-and-15-pro-imaging-tech-examined/,camera_module:apple:iphone-15:rear-main,yes,Use automatically; preserve derivation provenance.,ship,
,P2_source_strengthen,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_ultrawide,Needs direct source audit.,observation:apple-iphone-15-rear-ultrawide,,provisional,,,family_carryover,source_url_missing,source_url_missing,mobile_camera_module,apple_iphone_15_rear_ultrawide,5.0,3.0,,,4.0,source:compiled-camera-specification:c898951b834ca74c,,,Compiled camera specification,,,camera_module:apple:iphone-15:rear-ultrawide,yes,Use automatically as estimated geometry; retain provenance and estimated status.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Plus,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_main,Source reports Type 1/1.56; normalized ~8 × 6 mm.,observation:apple-iphone-16-plus-rear-main,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_16_plus_rear_main,10.0,6.0,,,8.0,source:phonearena:79532a77b7bee95d,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-16_id12240,camera_module:apple:iphone-16-plus:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P2_source_strengthen,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Plus,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_ultrawide,Good working estimate from Type 1/2.55-inch class; exact active area remains a future audit target.,observation:apple-iphone-16-plus-rear-ultrawide,,probable,secondary_spec_consensus,,optical_format_conversion,source_url_missing,source_url_missing,mobile_camera_module,apple_iphone_16_plus_rear_ultrawide,6.278,3.77,,,5.02,source:iphone-16-ultrawide-sensor-format-compiled-technical-sources:346470318072b347,,"Type 1/2.55"" class",iPhone 16 ultrawide sensor format — compiled technical sources,,,camera_module:apple:iphone-16-plus:rear-ultrawide,yes,Use automatically as estimated geometry; preserve estimated status.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Pro Max,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_main,DPReview publishes 9.8 × 7.3 mm.,observation:apple-iphone-16-pro-max-rear-main,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_16_pro_max_rear_main,12.2201,7.3,,,9.8,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-16-pro-max:rear-main,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Pro Max,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_telephoto,DPReview publishes 4.5 × 3.4 mm.,observation:apple-iphone-16-pro-max-rear-telephoto,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_16_pro_max_rear_telephoto,5.64,3.4,,,4.5,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-16-pro-max:rear-telephoto,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Pro Max,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_ultrawide,DPReview publishes 5.6 × 4.2 mm.,observation:apple-iphone-16-pro-max-rear-ultrawide,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_16_pro_max_rear_ultrawide,7.0,4.2,,,5.6,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-16-pro-max:rear-ultrawide,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Pro,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_main,DPReview publishes 9.8 × 7.3 mm.,observation:apple-iphone-16-pro-rear-main,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_16_pro_rear_main,12.2201,7.3,,,9.8,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-16-pro:rear-main,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Pro,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_telephoto,DPReview publishes 4.5 × 3.4 mm.,observation:apple-iphone-16-pro-rear-telephoto,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_16_pro_rear_telephoto,5.64,3.4,,,4.5,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-16-pro:rear-telephoto,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Pro,,,,,B,,,camera_reference_freeze,strong_derived,Apple,,rear_ultrawide,DPReview publishes 5.6 × 4.2 mm.,observation:apple-iphone-16-pro-rear-ultrawide,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_16_pro_rear_ultrawide,7.0,4.2,,,5.6,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-16-pro:rear-ultrawide,yes,Use automatically; preserve derivation provenance.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_main,Source reports Type 1/1.56; normalized ~8 × 6 mm.,observation:apple-iphone-16-rear-main,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_16_rear_main,10.0,6.0,,,8.0,source:phonearena:79532a77b7bee95d,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-16_id12240,camera_module:apple:iphone-16:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P2_source_strengthen,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_ultrawide,Good working estimate from Type 1/2.55-inch class; exact active area remains a future audit target.,observation:apple-iphone-16-rear-ultrawide,,probable,secondary_spec_consensus,,optical_format_conversion,source_url_missing,source_url_missing,mobile_camera_module,apple_iphone_16_rear_ultrawide,6.278,3.77,,,5.02,source:iphone-16-ultrawide-sensor-format-compiled-technical-sources:346470318072b347,,"Type 1/2.55"" class",iPhone 16 ultrawide sensor format — compiled technical sources,,,camera_module:apple:iphone-16:rear-ultrawide,yes,Use automatically as estimated geometry; preserve estimated status.,ship,
,P2_source_strengthen,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16e,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_main,48 MP 26 mm Fusion main; likely Type 1/1.56 class but requires source confirmation.,observation:apple-iphone-16e-rear-main,,provisional,,,family_estimate,source_url_missing,source_url_missing,mobile_camera_module,apple_iphone_16e_rear_main,10.0,6.0,,,8.0,source:compiled-camera-specification:c898951b834ca74c,,,Compiled camera specification,,,camera_module:apple:iphone-16e:rear-main,yes,Use automatically as estimated geometry; retain provenance and estimated status.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17 Pro Max,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_main,Source reports Type 1/1.28.,observation:apple-iphone-17-pro-max-rear-main,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_pro_max_rear_main,12.2201,7.3,,,9.8,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro-max:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17 Pro Max,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_telephoto,Source reports Type 1/2.55.,observation:apple-iphone-17-pro-max-rear-telephoto,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_pro_max_rear_telephoto,7.0,4.2,,,5.6,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro-max:rear-telephoto,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17 Pro Max,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_ultrawide,Source reports Type 1/2.55.,observation:apple-iphone-17-pro-max-rear-ultrawide,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_pro_max_rear_ultrawide,7.0,4.2,,,5.6,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro-max:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17 Pro,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_main,Source reports Type 1/1.28.,observation:apple-iphone-17-pro-rear-main,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_pro_rear_main,12.2201,7.3,,,9.8,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17 Pro,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_telephoto,Source reports Type 1/2.55.,observation:apple-iphone-17-pro-rear-telephoto,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_pro_rear_telephoto,7.0,4.2,,,5.6,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro:rear-telephoto,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17 Pro,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_ultrawide,Source reports Type 1/2.55.,observation:apple-iphone-17-pro-rear-ultrawide,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_pro_rear_ultrawide,7.0,4.2,,,5.6,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_main,Source reports Type 1/1.56.,observation:apple-iphone-17-rear-main,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_rear_main,10.0,6.0,,,8.0,source:phonearena:ec08b8b90679c2b4,,,PhoneArena,,https://www.phonearena.com/phones/compare/Apple-iPhone-12-Pro%2CApple-iPhone-17/phones/11294%2C12493,camera_module:apple:iphone-17:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17,,,,,C,,,camera_reference_freeze,good_estimate,Apple,,rear_ultrawide,Source reports Type 1/2.55.,observation:apple-iphone-17-rear-ultrawide,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_rear_ultrawide,7.0,4.2,,,5.6,source:phonearena:ec08b8b90679c2b4,,,PhoneArena,,https://www.phonearena.com/phones/compare/Apple-iPhone-12-Pro%2CApple-iPhone-17/phones/11294%2C12493,camera_module:apple:iphone-17:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,ship,
